zip,member,size,crc32,status,matched_path
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_PunishmentSpell_CT.wav,6698020,0316ae40,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_PunishmentSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_RevengeSpell_CT.wav,3727246,aa04794e,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_RevengeSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_ShatterSpell_CT.wav,3006752,b8d163e9,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_ShatterSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment2_CT.wav,4001450,b92d6a93,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment3_CT.wav,3681856,d9e5f682,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment4_CT.wav,3623314,c94c11bb,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment4_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment_CT.wav,4144040,46d61114,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Ice Cast/WC_Ice_Torment_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BlizzardSpell2_CT.wav,17280124,245ab512,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BlizzardSpell2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BlizzardSpell_CT.wav,22334884,f91f2148,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BlizzardSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BreezeCast2_CT.wav,10368124,2b36108e,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BreezeCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BreezeCast_CT.wav,10368124,7e45b96e,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_BreezeCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_DuststormCast2_CT.wav,5760088,99454028,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_DuststormCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_DuststormCast_CT.wav,18432124,3e8c51ba,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_DuststormCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast2_CT.wav,13236688,e2f0959e,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast3_CT.wav,27212752,275045e6,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Nature_EarthquakeCast3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast4_CT.wav,19005592,c7a64a42,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast4_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast5_CT.wav,11622232,1b35a8d5,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast5_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast6_CT.wav,16264120,a9f8005b,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast6_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_EarthquakeCast_CT.wav,15840124,e282b803,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Nature_EarthquakeCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_GustnadoCast_CT.wav,17669992,6cccbc82,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_GustnadoCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_HurricaneSpell_CT.wav,41805706,f944118c,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_HurricaneSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcebergFracturingCast2_CT.wav,11106070,5012dd44,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcebergFracturingCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcebergFracturingCast_CT.wav,16772116,77e9872c,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcebergFracturingCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast2_CT.wav,4979656,d15306c6,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast3_CT.wav,4896124,b1ad81a7,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast4_CT.wav,8512552,b58f895a,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast4_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast_CT.wav,9950318,0f93ae30,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcequakeCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcyAvalancheCast_CT.wav,11587450,7223d0b8,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_IcyAvalancheCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_RainBall_CT.wav,6264044,0f19627d,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_RainBall_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_Rainstorm_CT.wav,13824124,62fa630b,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_Rainstorm_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SandstormCast_CT.wav,8316044,27d41ef5,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Nature_SandstormCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SimoomCast2_CT.wav,8064124,c7afc532,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SimoomCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SimoomCast_CT.wav,17280124,642ed524,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SimoomCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SnowsquallCast_CT.wav,17280124,3ba5b82b,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_SnowsquallCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_ThunderBall_CT.wav,7396510,11fb3fcd,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_ThunderBall_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_ThunderCast_CT.wav,6386210,b3f7f6d7,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_ThunderCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_ThunderstormCast_CT.wav,12672124,dd3d28cf,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_ThunderstormCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_TornadoSpell_CT.wav,14144150,4141f4ac,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Nature_TornadoSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_TwisterSpell_CT.wav,6912044,c56f5a19,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_TwisterSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_Waterspout_CT.wav,42624124,e5169305,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_Waterspout_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindBall_CT.wav,4608044,dabb9d8b,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindBall_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindBlow2_CT.wav,3809866,5947f70d,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Nature_WindBlow2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindBlow_CT.wav,6912088,7f295c41,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindBlow_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindstormCast2_CT.wav,14976124,9fcb05f5,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Nature_WindstormCast2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindstormCast_CT.wav,10368124,2922f8b6,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Nature Cast/WC_Nature_WindstormCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_CurseSpell2_CT.wav,3950728,e78e3574,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_CurseSpell2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_CurseSpell3_CT.wav,6912124,395376da,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_CurseSpell3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_CurseSpell_CT.wav,8064124,8c2c8e32,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_CurseSpell_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Immolation2_CT.wav,6912088,b0050035,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Water_Immolation2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Immolation3_CT.wav,3479014,eaf26a44,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Immolation3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Immolation_CT.wav,6624124,afab8891,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Immolation_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Imprison2_CT.wav,3154516,d66e9ab2,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Imprison2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Imprison3_CT.wav,3498178,be21d6c8,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Imprison3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Imprison_CT.wav,2919988,3e03ca2d,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Imprison_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_KillCast_CT.wav,2997148,b4196553,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_KillCast_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Paralyze2_CT.wav,3456124,2cdbca84,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Paralyze2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Paralyze_CT.wav,3761650,85e37573,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Paralyze_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Throw_CT.wav,1728124,bee27c74,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Throw_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Torment2_CT.wav,3168124,607a17a4,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Torment2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Torment_CT.wav,2419244,08014b25,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_Torment_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow2_CT.wav,2837222,5babef5e,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow3_CT.wav,2880124,6b703288,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow4_CT.wav,3456124,25e70724,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow4_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow_CT.wav,3307366,5859c328,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterArrow_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBall2_CT.wav,3015052,227d08d4,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBall2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBall3_CT.wav,7184480,40049729,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBall3_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBall_CT.wav,2903650,97121283,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBall_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBomb2_CT.wav,3168124,27c2d56e,OK,/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/魔法法术咒语技能释放音效/Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBomb2_CT.wav
Cinetools Witchcraft【黑暗魔法巫术风火雷电咒语游戏技能音效素材】655544319933.zip,Cinetools Witchcraft/Designed/Elemental/Water Cast/WC_Water_WaterBomb_CT.wav,2409778,730d37e6,OK,/volume1/主目录/Collection/素材&模板&音库/音效/03_项目素材/LTT_V30All/WC_Water_WaterBomb_CT.wav
