sib	rel	size	reason	main_rel
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 04 The Approach.wav	10237688	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 04 The Approach.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 06 Grand.wav	14218640	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 06 Grand.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 03 Feelings.wav	22711328	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 03 Feelings.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 11 The Big Game.wav	14098000	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 11 The Big Game.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 08 Intense.wav	6039608	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 08 Intense.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 07 Ascend.wav	7559600	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 07 Ascend.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 09 The Day Of.wav	8983088	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 09 The Day Of.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 05 Morning.wav	14484032	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 05 Morning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 12 Stadium Pressure.wav	15352608	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 12 Stadium Pressure.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 10 Super Bright.wav	12119592	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 10 Super Bright.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 01 Daybreak.wav	21504976	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Distortion/DS 01 Daybreak.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Distortion/DS 02 Meaning.wav	22180536	dup_main	03_项目素材/LTT_V30All/DS 02 Meaning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/08 Intense.wav	6212156	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/08 Intense.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/11 The Big Game.wav	13942044	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/11 The Big Game.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/02 Meaning.wav	24417388	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/02 Meaning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/07 Ascend.wav	7228196	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/07 Ascend.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/12 Stadium Pressure.wav	16313820	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/12 Stadium Pressure.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/01 Daybreak.wav	20847372	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/01 Daybreak.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/09 The Day Of.wav	8914380	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/09 The Day Of.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/05 Morning.wav	14287932	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/05 Morning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/04 The Approach.wav	11570268	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/04 The Approach.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/10 Super Bright.wav	14448524	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/10 Super Bright.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/06 Grand.wav	13281164	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/06 Grand.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/03 Feelings.wav	25405628	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/03 Feelings.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 08 Intense.wav	6212154	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 08 Intense.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 03 Feelings.wav	25405626	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 03 Feelings.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 09 The Day Of.wav	8914376	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 09 The Day Of.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 05 Morning.wav	14287916	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 05 Morning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 11 The Big Game.wav	13942042	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 11 The Big Game.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 06 Grand.wav	13281162	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 06 Grand.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 04 The Approach.wav	11570264	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 04 The Approach.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 01 Daybreak.wav	20847370	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 01 Daybreak.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 12 Stadium Pressure.wav	16313818	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 12 Stadium Pressure.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 10 Super Bright.wav	14448520	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 10 Super Bright.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 07 Ascend.wav	7228192	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 07 Ascend.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 02 Meaning.wav	24417386	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 02 Meaning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/04 Edge of Time.wav	3354714	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/04 Edge of Time.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/02 Event Horizon.wav	4111600	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/02 Event Horizon.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/15 Basic Hit.wav	2064636	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/15 Basic Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/01 Big Moment.wav	4628436	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/01 Big Moment.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/07 Bold Promise.wav	2863392	dup_main	03_项目素材/LTT_V30All/07 Bold Promise.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/20 Grand Swell.wav	5196124	dup_main	03_项目素材/LTT_V30All/20 Grand Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/19 Mellow Swell.wav	5542004	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/19 Mellow Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/05 Spirit.wav	7594954	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/05 Spirit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/03 Humble Beginning.wav	7601868	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/03 Humble Beginning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/11 Stadium Light B.wav	3200132	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/11 Stadium Light B.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/08 Tough Hit A.wav	2959260	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/08 Tough Hit A.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/09 Tough Hit B.wav	2381954	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/09 Tough Hit B.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/10 Stadium Light A.wav	3067686	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/10 Stadium Light A.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/14 Power Hit.wav	2126404	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/14 Power Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/12 Cliff Hanger.wav	1786744	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/12 Cliff Hanger.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/16 Glass Shard.wav	1934932	dup_main	03_项目素材/LTT_V30All/16 Glass Shard.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/06 Finally There.wav	6035836	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/06 Finally There.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/18 Bright Swell.wav	7716132	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/18 Bright Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/17 Bowed Hit.wav	5136376	dup_main	03_项目素材/LTT_V30All/17 Bowed Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/13 Deep Hit.wav	2693100	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/13 Deep Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 19 Mellow Swell.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 19 Mellow Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 15 Basic Hit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 15 Basic Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 04 Edge of Time.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 04 Edge of Time.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 14 Power Hit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 14 Power Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 12 Cliff Hanger.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 12 Cliff Hanger.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 08 Tough Hit A.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 08 Tough Hit A.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 07 Bold Promise.wav	7594956	dup_main	03_项目素材/LTT_V30All/SP 07 Bold Promise.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 16 Glass Shard.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 16 Glass Shard.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 09 Tough Hit B.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 09 Tough Hit B.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 17 Bowed Hit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 17 Bowed Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 03 Humble Beginning.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 03 Humble Beginning.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 02 Event Horizon.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 02 Event Horizon.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 20 Grand Swell.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 20 Grand Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 11 Stadium Light B.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 11 Stadium Light B.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 01 Big Moment.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 01 Big Moment.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 06 Finally There.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 06 Finally There.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 10 Stadium Light A.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 10 Stadium Light A.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 05 Spirit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 05 Spirit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 13 Deep Hit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 13 Deep Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 18 Bright Swell.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 18 Bright Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 07 Bold Promise.wav	7594956	dup_main	03_项目素材/LTT_V30All/DS 07 Bold Promise.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 05 Spirit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 05 Spirit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 01 Big Moment.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 01 Big Moment.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 06 Finally There.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 06 Finally There.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 04 Edge of Time.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 04 Edge of Time.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 08 Tough Hit A.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 08 Tough Hit A.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 14 Power Hit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 14 Power Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 10 Stadium Light A.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 10 Stadium Light A.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 11 Stadium Light B.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 11 Stadium Light B.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 20 Grand Swell.wav	7594956	dup_main	03_项目素材/LTT_V30All/DS 20 Grand Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 18 Bright Swell.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 18 Bright Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 09 Tough Hit B.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 09 Tough Hit B.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 02 Event Horizon.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 02 Event Horizon.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 19 Mellow Swell.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 19 Mellow Swell.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 17 Bowed Hit.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 17 Bowed Hit.wav
音乐&音效库	大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 03 Humble Beginning.wav	7594956	dup_main	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 03 Humble Beginning.wav
